A,X,H,T,F,accession,domain_id,ec,organism_name,protein_name,gene_names,length,source_id,d_type,t_id,f_id,ecod_uid,range
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,S-adenosyl-L-methionine-dependent methyltransferases,NAS,Q9FF79,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Nicotianamine synthase 1 (EC 2.5.1.43) (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-methionine 3-amino-3-carboxypropyltransferase 1) (AtNAS1),NAS1 At5g04950 MUG13.19,320,Q9FF79_F1,AFDB,2003.1.5,2003.1.5.27,3818842,1-310
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FFC6,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g22810 (EC 3.1.1.-) (Extracellular lipase At5g22810),At5g22810 MRN17.4,362,Q9FFC6_F1,AFDB,2007.5.1,2007.5.1.1,3830729,23-360
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FFE0,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2 (HMG aldolase 2) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 2) (RraA-like protein 2),At5g16450 MQK4.18,166,Q9FFE0_F1,AFDB,2487.1.1,2487.1.1.8,3820427,1-165
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FFE0,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2 (HMG aldolase 2) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 2) (RraA-like protein 2),At5g16450 MQK4.18,166,Q9FFE0_F1,AFDB,2487.1.1,2487.1.1.8,3820427,1-165
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FFE0,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2 (HMG aldolase 2) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 2) (RraA-like protein 2),At5g16450 MQK4.18,166,Q9FFE0_F1,AFDB,2487.1.1,2487.1.1.8,3820427,1-165
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FFN0,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g03810 (EC 3.1.1.-) (Extracellular lipase At5g03810),At5g03810 F8F6.20 MED24.11,353,Q9FFN0_F1,AFDB,2007.5.1,2007.5.1.1,3822295,21-353
beta barrels,cradle loop barrel,RIFT-related,PK beta-barrel domain-like,PK,Q9FFP6,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pyruvate kinase (EC 2.7.1.40),MBK5.16 MBK5_16 At5g63680,510,Q9FFP6_F1,AFDB,1.1.15,1.1.15.1,3832858,91-185
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q9FFT4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pyruvate decarboxylase 2 (AtPDC2) (EC 4.1.1.1),PDC2 At5g54960 MBG8.23,607,Q9FFT4_F1,AFDB,7574.1.1,7574.1.1.7,3829303,36-225
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q9FFT4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pyruvate decarboxylase 2 (AtPDC2) (EC 4.1.1.1),PDC2 At5g54960 MBG8.23,607,Q9FFT4_F1,AFDB,7574.1.1,7574.1.1.7,3829303,36-225
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,Abhydrolase_6,Q9FFZ1,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Pheophytinase, chloroplastic (EC 3.1.1.-) (Pheophytin pheophorbide hydrolase) (Protein CO-REGULATED WITH NYE1)",PPH CRN1 At5g13800 MAC12.25,484,Q9FFZ1_F1,AFDB,7579.1.1,7579.1.1.44,3810073,91-470
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,Abhydrolase_3,Q9FG13,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Carboxylesterase 15 (AtCXE15) (EC 3.1.1.-) (Strigolactones hydrolase CXE15),CXE15 At5g06570 F15M7.10,329,Q9FG13_F1,AFDB,7579.1.1,7579.1.1.36,3808748,11-329
a+b three layers,Thioredoxin-like,Thioredoxin-like,Thioredoxin-like,GST_N_3,Q9FG59,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable glutathione S-transferase DHAR4 (EC 2.5.1.18) (Chloride intracellular channel homolog 4) (CLIC homolog 4) (Glutathione-dependent dehydroascorbate reductase 4) (AtDHAR4) (GSH-dependent dehydroascorbate reductase 4) (EC 1.8.5.1),DHAR4 At5g36270 T30G6.13,217,Q9FG59_F1,AFDB,2485.1.1,2485.1.1.40,3808224,1-90
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q9FG61,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable protein phosphatase 2C 74 (AtPP2C74) (EC 3.1.3.16),At5g36250 T30G6.11,448,Q9FG61_F1,AFDB,210.2.1,210.2.1.1,3834095,"46-140,166-390"
a+b two layers,"FAD-linked reductases, C-terminal domain-like",SufE/NifU,SufE/NifU,SufE,Q9FGS4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Quinolinate synthase, chloroplastic (EC 2.5.1.72) (Protein ONSET OF LEAF DEATH 5) (Protein SULFUR E 3)",QS OLD5 SUFE3 At5g50210 K6A12.7,718,Q9FGS4_F1,AFDB,244.3.1,244.3.1.2,3825793,86-230
a+b two layers,beta-Grasp,Ubiquitin-related,Ubiquitin-like,,Q9FGY9,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase) (AtPNG1),PNG1 At5g49570 K6M13.12,721,Q9FGY9_F1,AFDB,221.1.1,NO_F_GROUP,3823904,1-70
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q9FH03,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Beta-glucosidase 12 (AtBGLU12) (EC 3.2.1.21),BGLU12 At5g42260 K5J14.7,507,Q9FH03_F1,AFDB,2002.1.1,2002.1.1.12,3807391,16-505
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,Arginase/deacetylase,Hist_deacetyl,Q9FH09,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Histone deacetylase 7 (EC 3.5.1.98),HDA7 At5g35600 K2K18.5,409,Q9FH09_F1,AFDB,2006.1.5,2006.1.5.2,3827983,11-375
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FH13,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 3 (HMG aldolase 3) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 3) (RraA-like protein 3),At5g56260 K24C1.7,166,Q9FH13_F1,AFDB,2487.1.1,2487.1.1.8,3828999,1-165
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FH13,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 3 (HMG aldolase 3) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 3) (RraA-like protein 3),At5g56260 K24C1.7,166,Q9FH13_F1,AFDB,2487.1.1,2487.1.1.8,3828999,1-165
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",RraA-like,Q9FH13,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 3 (HMG aldolase 3) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog 3) (RraA-like protein 3),At5g56260 K24C1.7,166,Q9FH13_F1,AFDB,2487.1.1,2487.1.1.8,3828999,1-165
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_14,Q9FH80,nD2,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Beta-amylase 8 (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 2)",BAM8 BMY2 At5g45300 K9E15.8,689,Q9FH80_F1,AFDB,2002.1.1,2002.1.1.64,3821415,256-680
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,PAE,Q9FH82,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pectin acetylesterase 11 (EC 3.1.1.-),PAE11 At5g45280 K9E15.6,391,Q9FH82_F1,AFDB,7579.1.1,7579.1.1.22,3828256,21-385
a+b three layers,Thioredoxin-like,Thioredoxin-like,Thioredoxin-like,GST_N,Q9FHE1,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1,590,Q9FHE1_F1,AFDB,2485.1.1,2485.1.1.13,3824573,1-85
alpha bundles,Bromodomain-like,Plant invertase/pectin methylesterase inhibitor,Plant invertase/pectin methylesterase inhibitor,PMEI,Q9FHN4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable pectinesterase/pectinesterase inhibitor 60 [Includes: Pectinesterase inhibitor 60 (Pectin methylesterase inhibitor 60); Pectinesterase 60 (PE 60) (EC 3.1.1.11) (Pectin methylesterase 60) (AtPME60)],PME60 ARATH60 At5g51500 K17N15.5,540,Q9FHN4_F1,AFDB,633.4.1,633.4.1.1,3821898,36-190
alpha bundles,Bromodomain-like,Plant invertase/pectin methylesterase inhibitor,Plant invertase/pectin methylesterase inhibitor,PMEI,Q9FHN5,nD2,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable pectinesterase/pectinesterase inhibitor 59 [Includes: Pectinesterase inhibitor 59 (Pectin methylesterase inhibitor 59); Pectinesterase 59 (PE 59) (EC 3.1.1.11) (Pectin methylesterase 59) (AtPME59)],PME59 ARATH59 At5g51490 K17N15.4,536,Q9FHN5_F1,AFDB,633.4.1,633.4.1.1,3822437,36-195
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FHQ1,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g37690 (EC 3.1.1.-) (Extracellular lipase At5g37690),At5g37690 K12B20.17,356,Q9FHQ1_F1,AFDB,2007.5.1,2007.5.1.1,3809128,26-345
a/b three-layered sandwiches,ClpP/crotonase,ClpP/crotonase,ClpP/crotonase,ECH_1,Q9FHR8,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, peroxisomal (AtDCI1) (EC 5.3.3.21)",DCI1 At5g43280,278,Q9FHR8_F1,AFDB,2486.1.1,2486.1.1.1,3830973,6-278
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FHW9,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g42170 (EC 3.1.1.-) (Extracellular lipase At5g42170),At5g42170/At5g42160 MJC20.28/MJC20.27,369,Q9FHW9_F1,AFDB,2007.5.1,2007.5.1.1,3814175,46-369
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NagB/RpiA/CoA transferase-like,Rib_5-P_isom_A,Q9FI13,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Probable ribose-5-phosphate isomerase 4, chloroplastic (EC 5.3.1.6) (Phosphoriboisomerase 4)",RPI4 At5g44520 MFC16.20,296,Q9FI13_F1,AFDB,2003.1.7,2003.1.7.10,3837888,"36-175,256-280"
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NAD(P)-binding Rossmann-fold domains,GDP_Man_Dehyd,Q9FI17,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative UDP-arabinose 4-epimerase 4 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 4),At5g44480 MFC16.15,436,Q9FI17_F1,AFDB,2003.1.1,2003.1.1.72,3831967,81-435
alpha arrays,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,Lyase_1,Q9FI53,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Fumarate hydratase 2 (AtFUM2) (Fumarase 2) (EC 4.2.1.2),FUM2 At5g50950 K3K7.11,499,Q9FI53_F1,AFDB,4952.1.1,4952.1.1.1,3823841,41-170
alpha arrays,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,Lyase_1,Q9FI53,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Fumarate hydratase 2 (AtFUM2) (Fumarase 2) (EC 4.2.1.2),FUM2 At5g50950 K3K7.11,499,Q9FI53_F1,AFDB,4952.1.1,4952.1.1.1,3823841,41-170
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,DHS-like NAD/FAD-binding domain,DS,Q9FI94,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Deoxyhypusine synthase (EC 2.5.1.46),DHS At5g05920 K18J17_7,368,Q9FI94_F1,AFDB,2003.1.4,2003.1.4.3,3825098,6-368
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FIA1,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g55050 (EC 3.1.1.-) (Extracellular lipase At5g55050),At5g55050 K13P22.5,376,Q9FIA1_F1,AFDB,2007.5.1,2007.5.1.1,3803339,36-375
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NAD(P)-binding Rossmann-fold domains,GDP_Man_Dehyd,Q9FIE8,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),UDP-glucuronic acid decarboxylase 3 (EC 4.1.1.35) (UDP-XYL synthase 3) (UDP-glucuronate decarboxylase 3) (UGD) (UXS-3),UXS3 At5g59290 MNC17.20,342,Q9FIE8_F1,AFDB,2003.1.1,2003.1.1.72,3807835,21-335
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q9FIF5,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable protein phosphatase 2C 78 (AtPP2C78) (EC 3.1.3.16) (Protein HIGHLY ABA-INDUCED 1) (Protein SENESCENCE-ASSOCIATED GENE 113),SAG113 HAI1 At5g59220 MNC17.110,413,Q9FIF5_F1,AFDB,210.2.1,210.2.1.1,3831538,"96-350,376-413"
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NagB/RpiA/CoA transferase-like,Glucosamine_iso,Q9FIN1,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable 6-phosphogluconolactonase 4 (6PGL4) (EC 3.1.1.31),PGL4 At5g24410 K16H17.12,261,Q9FIN1_F1,AFDB,2003.1.7,2003.1.7.4,3821681,6-260
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q9FIW4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Beta-glucosidase 42 (AtBGLU42) (EC 3.2.1.21),BGLU42 At5g36890 MLF18.1,490,Q9FIW4_F1,AFDB,2002.1.1,2002.1.1.12,3835141,6-490
alpha bundles,Bromodomain-like,Plant invertase/pectin methylesterase inhibitor,Plant invertase/pectin methylesterase inhibitor,PMEI,Q9FJ21,nD2,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable pectinesterase/pectinesterase inhibitor 58 [Includes: Pectinesterase inhibitor 58 (Pectin methylesterase inhibitor 58); Pectinesterase 58 (PE 58) (EC 3.1.1.11) (Pectin methylesterase 58) (AtPME58)],PME58 ARATH58 At5g49180 K21P3.5,571,Q9FJ21_F1,AFDB,633.4.1,633.4.1.1,3802996,41-215
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,Abhydrolase_1,Q9FJ24,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable lysophospholipase BODYGUARD 2 (AtBDG2) (EC 3.1.1.-),BDG2 At5g41900 K16L22.19,471,Q9FJ24_F1,AFDB,7579.1.1,7579.1.1.6,3826018,"26-35,156-470"
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FJ25,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g41890 (EC 3.1.1.-),At5g41890 K16L22.18,369,Q9FJ25_F1,AFDB,2007.5.1,2007.5.1.1,3837768,21-369
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FJ40,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g45960 (EC 3.1.1.-) (Extracellular lipase At5g45960),At5g45960 K15I22.16,375,Q9FJ40_F1,AFDB,2007.5.1,2007.5.1.1,3812848,41-375
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FJ41,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g45950 (EC 3.1.1.-) (Extracellular lipase At5g45950),At5g45950 K15I22.15,357,Q9FJ41_F1,AFDB,2007.5.1,2007.5.1.1,3822385,26-355
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FJ45,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g45910 (EC 3.1.1.-) (Extracellular lipase At5g45910),At5g45910 K15I22.11,372,Q9FJ45_F1,AFDB,2007.5.1,2007.5.1.1,3828116,26-370
a+b two layers,Thioesterase/thiol ester dehydrase-isomerase-like,Thioesterase/thiol ester dehydrase-isomerase,Thioesterase/thiol ester dehydrase-isomerase,MaoC_dehydratas,Q9FJI2,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, mitochondrial (mtHD) (EC 4.2.1.59)",MTHD At5g60335 K9B18.4,166,Q9FJI2_F1,AFDB,222.1.1,222.1.1.1,3817057,26-160
beta sandwiches,Glycosyl hydrolase domain-like,supersandwich,supersandwich,Aldose_epim,Q9FJY6,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),glucose-6-phosphate 1-epimerase (EC 5.1.3.15),At5g66530 K1F13.19 K1F13_19,307,Q9FJY6_F1,AFDB,12.3.1,12.3.1.3,3817250,31-305
alpha bundles,Bromodomain-like,Plant invertase/pectin methylesterase inhibitor,Plant invertase/pectin methylesterase inhibitor,PMEI,Q9FK05,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable pectinesterase/pectinesterase inhibitor 61 [Includes: Pectinesterase inhibitor 61 (Pectin methylesterase inhibitor 61); Pectinesterase 61 (PE 61) (EC 3.1.1.11) (AtPMEpcrF) (Pectin methylesterase 61) (AtPME61)],PME61 ARATH61 At5g53370 K19E1.17,587,Q9FK05_F1,AFDB,633.4.1,633.4.1.1,3807811,71-225
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FK75,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g45670 (EC 3.1.1.-) (Extracellular lipase At5g45670),At5g45670 MRA19.6,362,Q9FK75_F1,AFDB,2007.5.1,2007.5.1.1,3824901,26-360
beta duplicates or obligate multimers,Single-stranded right-handed beta-helix,Pectin lyase-like,Pectin lyase-like,Pectinesterase,Q9FKF3,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative pectinesterase 63 (PE 63) (EC 3.1.1.11) (Pectin methylesterase 63) (AtPME63),PME63 ARATH63 At5g61680 K11J9.6,338,Q9FKF3_F1,AFDB,207.2.1,207.2.1.4,3805355,36-335
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,S-adenosyl-L-methionine-dependent methyltransferases,NAS,Q9FKT9,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Nicotianamine synthase 2 (EC 2.5.1.43) (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-methionine 3-amino-3-carboxypropyltransferase 2) (AtNAS2),NAS2 At5g56080 MDA7.14,320,Q9FKT9_F1,AFDB,2003.1.5,2003.1.5.27,3811917,6-285
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q9FKX4,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable protein phosphatase 2C 79 (AtPP2C79) (EC 3.1.3.16),PP2C79 PP2C-D7 At5g66080 K2A18.16,385,Q9FKX4_F1,AFDB,210.2.1,210.2.1.1,3814656,31-370
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q9FLI3,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Probable protein phosphatase 2C 75 (AtPP2C75) (EC 3.1.3.16) (Protein ABA-HYPERSENSITIVE GERMINATION 1) (Protein phosphatase 2C AHG1) (PP2C AHG1),AHG1 At5g51760 MIO24.11,416,Q9FLI3_F1,AFDB,210.2.1,210.2.1.1,3827451,98-415
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,Q9FLN0,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase 1 (EC 3.1.1.-) (Extracellular lipase 1),GLIP1 At5g40990 MEE6.6,374,Q9FLN0_F1,AFDB,2007.5.1,2007.5.1.1,3836383,31-374
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q9FLU8,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Beta-glucosidase 32 (AtBGLU32) (EC 3.2.1.21),BGLU32 At5g24550 K18P6.8,534,Q9FLU8_F1,AFDB,2002.1.1,2002.1.1.12,3814841,21-520
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q9FLU9,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Beta-glucosidase 31 (AtBGLU31) (EC 3.2.1.21),BGLU31 At5g24540 K18P6.7,534,Q9FLU9_F1,AFDB,2002.1.1,2002.1.1.12,3822112,21-520
beta barrels,cradle loop barrel,RIFT-related,PK beta-barrel domain-like,PK,Q9FLW9,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Plastidial pyruvate kinase 2 (PKp2) (EC 2.7.1.40) (Plastidial pyruvate kinase 1) (PKP1) (Pyruvate kinase III) (Pyruvate kinase isozyme B1, chloroplastic) (PKP-BETA1) (Plastidic pyruvate kinase beta subunit 1)",PKP2 PKP1 At5g52920 MXC20.15,579,Q9FLW9_F1,AFDB,1.1.15,1.1.15.1,3829464,181-270
a/b three-layered sandwiches,Flavodoxin-like,Flavoproteins/Phosphotyrosine protein phosphatases-like,(Phosphotyrosine protein) phosphatases II,Tc-R-P,Q9FLZ5,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1 (EC 3.1.3.48) (EC 3.1.3.67) (Protein PHOSPHATASE AND TENSIN HOMOLOG 1) (AtPTEN1)",PTEN1 At5g39400 MUL8.80,412,Q9FLZ5_F1,AFDB,2007.2.3,2007.2.3.12,3819715,16-220
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL_2,Q9FM04,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At5g62930 (EC 3.1.1.-),At5g62930 MQB2.25,242,Q9FM04_F1,AFDB,2007.5.1,2007.5.1.8,3830577,1-235
a+b two layers,T-fold,Tetrahydrobiopterin biosynthesis enzymes-like,Tetrahydrobiopterin biosynthesis enzymes-like,FolB,Q9FM54,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Dihydroneopterin aldolase 2 (DHNA2) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase) (AtFolB2)",FOLB2 At5g62980 MJH22.3,131,Q9FM54_F1,AFDB,230.1.1,230.1.1.4,3814383,6-130
beta duplicates or obligate multimers,Single-stranded right-handed beta-helix,Pectin lyase-like,Pectin lyase-like,Pectinesterase,Q9FM79,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pectinesterase QRT1 (PE QRT1) (EC 3.1.1.11) (Pectin methylesterase 62) (AtPME62) (Pectin methylesterase QRT1) (Protein QUARTET 1) (AtQRT1),QRT1 ARATH62 At5g55590 MDF20.3,380,Q9FM79_F1,AFDB,207.2.1,207.2.1.4,3808152,41-380
beta barrels,cradle loop barrel,RIFT-related,PK beta-barrel domain-like,PK,Q9FM97,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Pyruvate kinase (EC 2.7.1.40),MCD7.8 MCD7_8 At5g56350 At5g56350/MCD7.8,498,Q9FM97_F1,AFDB,1.1.15,1.1.15.1,3815652,76-175
